Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed
Master Beta,https://www.mountainproject.com/route/107742779/master-beta,1.5,5.11b,1,,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Dog Sense,https://www.mountainproject.com/route/107742785/dog-sense,2.0,5.11b,1,,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Underhanded,https://www.mountainproject.com/route/123262755/underhanded,2.0,5.11b,1,,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Bark,https://www.mountainproject.com/route/107742792/bark,1.5,5.11b/c,1,,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Callalo,https://www.mountainproject.com/route/106820038/callalo,3.0,5.11a,1,100.0,41.80592,-111.63168,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Despereaux,https://www.mountainproject.com/route/117988512/despereaux,2.5,5.11a,1,60.0,41.80592,-111.63168,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Fuzzy Navel,https://www.mountainproject.com/route/106820033/fuzzy-navel,2.3,5.11b,1,100.0,41.80592,-111.63168,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Beta Potato,https://www.mountainproject.com/route/118647798/beta-potato,2.0,5.11a,1,50.0,41.7435,-111.795,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Jack Be Nimble,https://www.mountainproject.com/route/107159400/jack-be-nimble,2.9,5.11b,1,60.0,41.76825,-111.66486,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
"I'm blue, I'm a dog, I'm a dog.",https://www.mountainproject.com/route/109095513/im-blue-im-a-dog-im-a-dog,2.5,5.11,1,45.0,41.76825,-111.66486,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Graham Slam,https://www.mountainproject.com/route/110409535/graham-slam,3.4,5.11b/c,1,60.0,41.76825,-111.66486,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Cabin Fever,https://www.mountainproject.com/route/107515318/cabin-fever,2.0,5.11b,3,,41.7573,-111.7212,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,True,False,False,False,False,False
In-Flight Entertainment,https://www.mountainproject.com/route/107515276/in-flight-entertainment,2.0,5.11b/c,3,,41.7573,-111.7212,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Black Lung,https://www.mountainproject.com/route/107793272/black-lung,3.5,5.11a,1,40.0,41.75877,-111.72739,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
High Five,https://www.mountainproject.com/route/107793267/high-five,3.0,5.11b,1,25.0,41.75877,-111.72739,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
The Sum of All Gear,https://www.mountainproject.com/route/118647953/the-sum-of-all-gear,3.3,5.11a/b,1,70.0,41.79605,-111.63735,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
El Nino,https://www.mountainproject.com/route/118647918/el-nino,2.0,5.11b,1,40.0,41.79605,-111.63735,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Stop and Smell the Primrose,https://www.mountainproject.com/route/118647937/stop-and-smell-the-primrose,2.0,5.11b/c,1,70.0,41.79605,-111.63735,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Razzmatazz,https://www.mountainproject.com/route/112333800/razzmatazz,2.8,5.11a,1,60.0,41.80828,-111.63175,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Chain Reaction,https://www.mountainproject.com/route/112334517/chain-reaction,2.3,5.11,1,150.0,41.80828,-111.63175,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
First Blood,https://www.mountainproject.com/route/108176476/first-blood,2.9,5.11a,1,,41.78535,-111.64221,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Unknown 5.11a??,https://www.mountainproject.com/route/106549500/unknown-511a,2.5,5.11a,1,40.0,41.78535,-111.64221,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Pins and Needles,https://www.mountainproject.com/route/113087224/pins-and-needles,2.9,5.11-,1,50.0,41.78082,-111.63598,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,True,False,False,False
2,https://www.mountainproject.com/route/107174300/2,2.4,5.11b/c,1,50.0,41.7804,-111.635,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Lovely Cruise,https://www.mountainproject.com/route/107547992/lovely-cruise,2.6,5.11a,1,85.0,41.78242,-111.63575,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
12 Volt Man,https://www.mountainproject.com/route/107548035/12-volt-man,3.0,5.11b,1,80.0,41.78242,-111.63575,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Queer Old Dean,https://www.mountainproject.com/route/107473211/queer-old-dean,2.3,5.11a,1,,41.65541,-111.69454,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Northface Massacre,https://www.mountainproject.com/route/106966391/northface-massacre,3.1,5.11b,1,55.0,41.65541,-111.69454,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
"Keep it Stupid, Simple",https://www.mountainproject.com/route/106966413/keep-it-stupid-simple,2.8,5.11a,1,35.0,41.65352,-111.69423,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
"Dang, Dang",https://www.mountainproject.com/route/106966632/dang-dang,1.8,5.11b,1,35.0,41.65352,-111.69423,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Mr. Plow,https://www.mountainproject.com/route/106966645/mr-plow,2.0,5.11b/c,1,35.0,41.65352,-111.69423,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
The Assman,https://www.mountainproject.com/route/107674137/the-assman,2.4,5.11a/b,1,60.0,41.66711,-111.62642,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Peaches on the Beaches,https://www.mountainproject.com/route/107768032/peaches-on-the-beaches,2.3,5.11a,1,50.0,41.63133,-111.70745,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Pitbull,https://www.mountainproject.com/route/107798694/pitbull,2.0,5.11a,1,50.0,41.63133,-111.70745,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Flying Circus,https://www.mountainproject.com/route/107768043/flying-circus,2.4,5.11b,1,50.0,41.63133,-111.70745,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Black Horse in the Yuck,https://www.mountainproject.com/route/120848272/black-horse-in-the-yuck,3.5,5.11,1,70.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Skull Mountain,https://www.mountainproject.com/route/119536977/skull-mountain,2.5,5.11a,1,20.0,41.62629,-111.80056,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Pin Peg,https://www.mountainproject.com/route/119537017/pin-peg,2.0,5.11b,1,20.0,41.62629,-111.80056,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Michelangelo,https://www.mountainproject.com/route/122932238/michelangelo,3.0,5.11b,1,30.0,41.62635,-111.67172,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Soup Poisoning,https://www.mountainproject.com/route/122932277/soup-poisoning,3.0,5.11,1,50.0,41.62635,-111.67172,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
"Hogs, Corn, and Tobacco",https://www.mountainproject.com/route/122932411/hogs-corn-and-tobacco,2.0,5.11,1,50.0,41.62565,-111.68043,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
"Inzane Ham and Cheese (originally called ""8 Seconds"")",https://www.mountainproject.com/route/110564237/inzane-ham-and-cheese-originally-called-8-seconds,3.2,5.11a,1,25.0,41.77161,-111.74437,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,False,False,False,False
Diablo,https://www.mountainproject.com/route/108419977/diablo,2.9,5.11a,1,25.0,41.77161,-111.74437,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,False,False,False,False
Kiss my Teeth,https://www.mountainproject.com/route/115189171/kiss-my-teeth,1.0,5.11b,1,50.0,41.77163,-111.74588,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,False,False,False,False
Diverticulitis,https://www.mountainproject.com/route/121235818/diverticulitis,3.7,5.11a,1,35.0,41.71337,-111.79126,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,s Kitchen Cove,False,False,False,False,False,False
Kevin's Eleven,https://www.mountainproject.com/route/113487132/kevins-eleven,2.5,5.11a,1,60.0,41.00293,-111.38901,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,The Dry Wall,False,False,False,False,False,False
Something Must Break,https://www.mountainproject.com/route/105875812/something-must-break,3.1,5.11a,1,85.0,41.00293,-111.38901,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,The Dry Wall,False,False,False,False,False,False
Left Be Frank,https://www.mountainproject.com/route/106472462/left-be-frank,1.1,5.11a,1,50.0,41.00293,-111.38901,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,The Dry Wall,False,False,False,False,False,False
Its Right to be Frank,https://www.mountainproject.com/route/106472472/its-right-to-be-frank,1.4,5.11a,1,50.0,41.00293,-111.38901,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,The Dry Wall,False,False,False,False,False,False
NOWT,https://www.mountainproject.com/route/107845603/nowt,1.6,5.11b/c,1,,41.00191,-111.40608,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Mill Canyon,False,False,False,False,False,False
CleanIt,https://www.mountainproject.com/route/111598417/cleanit,2.0,5.11b,1,,41.0005,-111.40739,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Mill Canyon,False,False,False,False,False,False
Good Bad and the Ugly,https://www.mountainproject.com/route/109074286/good-bad-and-the-ugly,2.2,5.11b,1,85.0,41.00135,-111.39195,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
Cimmaron,https://www.mountainproject.com/route/110085398/cimmaron,2.5,5.11a,1,56.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
The 5.11 Jackson,https://www.mountainproject.com/route/124823040/the-511-jackson,1.5,5.11-,1,75.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
Sanction,https://www.mountainproject.com/route/109573758/sanction,2.2,5.11b,1,56.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
Unknown,https://www.mountainproject.com/route/111985842/unknown,2.5,5.11b,1,60.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
"You Dropped a Bolt on Me, Baby.",https://www.mountainproject.com/route/117588154/you-dropped-a-bolt-on-me-baby,2.7,5.11a,1,60.0,41.00084,-111.39254,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
Gypsy Soul,https://www.mountainproject.com/route/112239042/gypsy-soul,1.9,5.11a/b,5,500.0,40.99194,-111.41129,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Billboard Wall,False,False,False,False,False,False
La Fin Du Monde,https://www.mountainproject.com/route/113254101/la-fin-du-monde,3.2,5.11,1,,40.4814,-112.6305,False,False,Utah,West Desert,Stansbury Mountains,South Willow Canyon,s Leap,False,False,False,False,False,False
Reloaded,https://www.mountainproject.com/route/109079774/reloaded,1.4,5.11a,1,40.0,40.4916,-112.59539,False,False,Utah,West Desert,Stansbury Mountains,South Willow Canyon,Narrows,False,False,False,False,False,False
Walk the Plank,https://www.mountainproject.com/route/108172748/walk-the-plank,2.8,5.11a,1,70.0,40.49128,-112.59538,False,False,Utah,West Desert,Stansbury Mountains,South Willow Canyon,Narrows,False,False,False,False,False,False
Between the Sheets,https://www.mountainproject.com/route/124030991/between-the-sheets,3.3,5.11a,1,80.0,38.9978,-113.38997,False,False,Utah,West Desert,Ibex,Newlywed Area,,False,False,False,False,False,False
Goodbye Bread,https://www.mountainproject.com/route/114416530/goodbye-bread,2.9,5.11b,1,60.0,38.9978,-113.38997,False,False,Utah,West Desert,Ibex,Newlywed Area,,False,False,False,False,False,False
Quarter Inch from Falling,https://www.mountainproject.com/route/108078711/quarter-inch-from-falling,3.9,5.11b,1,130.0,38.9906,-113.3896,False,False,Utah,West Desert,Ibex,Quartermoon Tower,North Face,True,False,False,False,False,False
Adrenaline Junkies,https://www.mountainproject.com/route/108056371/adrenaline-junkies,2.0,5.11,3,250.0,38.9896,-113.3899,False,False,Utah,West Desert,Ibex,Syringe,,True,False,False,False,False,False
Lakeshore Loon,https://www.mountainproject.com/route/106113965/lakeshore-loon,3.4,5.11,3,250.0,38.9896,-113.3899,False,False,Utah,West Desert,Ibex,Syringe,,False,False,False,False,False,False
Made in the Shade,https://www.mountainproject.com/route/110002346/made-in-the-shade,3.0,5.11a,1,80.0,38.9922,-113.3894,False,False,Utah,West Desert,Ibex,Shadow Buttress,,False,False,False,False,False,False
Long Shadow,https://www.mountainproject.com/route/107738948/long-shadow,3.1,5.11b A0,5,400.0,38.9922,-113.3894,False,False,Utah,West Desert,Ibex,Shadow Buttress,,False,False,False,True,False,False
Severity Disparity,https://www.mountainproject.com/route/106114027/severity-disparity,3.3,5.11a,2,250.0,38.9926,-113.3883,False,False,Utah,West Desert,Ibex,Severity Buttress,,True,False,False,False,False,False
Severity Disparity Direct,https://www.mountainproject.com/route/106121089/severity-disparity-direct,3.0,5.11a,1,110.0,38.9926,-113.3883,False,False,Utah,West Desert,Ibex,Severity Buttress,,False,False,False,False,False,False
Lightning Wind,https://www.mountainproject.com/route/107580176/lightning-wind,2.3,5.11,2,190.0,38.99159,-113.38951,False,False,Utah,West Desert,Ibex,Wind Buttress,,True,False,False,False,False,False
Ewe.F.O,https://www.mountainproject.com/route/106746978/ewefo,3.4,5.11,1,60.0,38.9851,-113.39103,False,False,Utah,West Desert,Ibex,Corral Crags,Ewe For Real Wall,False,False,False,False,False,False
Ride the Wave,https://www.mountainproject.com/route/108068143/ride-the-wave,3.3,5.11b,1,60.0,38.99848,-113.38091,False,False,Utah,West Desert,Ibex,South Corridor,Holey Moley Wall,False,False,False,False,False,False
Melting Bits,https://www.mountainproject.com/route/106087515/melting-bits,2.9,5.11a,1,50.0,38.99848,-113.38091,False,False,Utah,West Desert,Ibex,South Corridor,Scorpion Slab,False,False,False,False,False,False
Ship of Fools,https://www.mountainproject.com/route/120358984/ship-of-fools,2.0,5.11a ,1,60.0,38.86569,-113.43421,False,True,Utah,West Desert,Ibex,The Cape,Right Formation,False,False,False,False,False,False
